"","age","job","education","default","month","duration","poutcome","Subscription"
"24454",54,"admin.","high.school","no","nov",287,"nonexistent","no"
"24455",40,"admin.","high.school","unknown","nov",120,"nonexistent","no"
"24456",38,"technician","professional.course","no","nov",253,"failure","no"
"24457",40,"admin.","high.school","unknown","nov",158,"nonexistent","no"
"24458",29,"admin.","university.degree","no","nov",142,"failure","no"
"24459",42,"admin.","high.school","no","nov",131,"nonexistent","no"
"24460",46,"admin.","university.degree","unknown","nov",174,"failure","no"
"24461",54,"retired","professional.course","no","nov",62,"nonexistent","no"
"24462",50,"entrepreneur","university.degree","unknown","nov",209,"nonexistent","no"
"24463",53,"technician","university.degree","no","nov",352,"nonexistent","no"
"24464",42,"admin.","university.degree","no","nov",62,"failure","no"
"24465",40,"blue-collar","basic.6y","no","nov",128,"failure","no"
"24466",42,"admin.","university.degree","no","nov",120,"nonexistent","no"
"24467",42,"admin.","high.school","unknown","nov",119,"nonexistent","no"
"24468",38,"technician","professional.course","no","nov",240,"failure","no"
"24469",42,"admin.","university.degree","no","nov",375,"nonexistent","no"
"24470",31,"technician","university.degree","no","nov",984,"nonexistent","yes"
"24471",37,"management","unknown","no","nov",74,"failure","no"
"24472",36,"blue-collar","basic.9y","no","nov",131,"nonexistent","no"
"24473",38,"blue-collar","basic.4y","no","nov",117,"nonexistent","no"
"24474",46,"admin.","university.degree","unknown","nov",947,"nonexistent","yes"
"24475",44,"services","high.school","no","nov",101,"nonexistent","no"
"24476",48,"services","high.school","unknown","nov",90,"nonexistent","no"
"24477",44,"management","university.degree","no","nov",114,"nonexistent","no"
"24478",33,"management","university.degree","no","nov",318,"nonexistent","no"
"24479",33,"admin.","university.degree","no","nov",76,"nonexistent","no"
"24480",57,"technician","professional.course","no","nov",168,"nonexistent","no"
"24481",32,"blue-collar","high.school","no","nov",348,"nonexistent","no"
"24482",47,"admin.","university.degree","unknown","nov",213,"nonexistent","no"
"24483",36,"self-employed","university.degree","no","nov",200,"success","no"
"24484",47,"management","university.degree","no","nov",135,"nonexistent","no"
"24485",53,"blue-collar","basic.9y","no","nov",44,"nonexistent","no"
"24486",55,"technician","professional.course","no","nov",165,"nonexistent","no"
"24487",38,"technician","professional.course","no","nov",70,"nonexistent","no"
"24488",36,"unemployed","high.school","no","nov",166,"failure","no"
"24489",32,"blue-collar","high.school","no","nov",943,"nonexistent","yes"
"24490",42,"blue-collar","basic.9y","no","nov",191,"nonexistent","no"
"24491",32,"admin.","high.school","no","nov",134,"nonexistent","no"
"24492",29,"admin.","high.school","no","nov",58,"failure","no"
"24493",55,"blue-collar","basic.9y","no","nov",277,"nonexistent","no"
"24494",29,"admin.","high.school","no","nov",155,"nonexistent","no"
"24495",29,"admin.","university.degree","no","nov",183,"nonexistent","no"
"24496",45,"unemployed","basic.9y","no","nov",554,"nonexistent","no"
"24497",33,"blue-collar","basic.9y","no","nov",218,"nonexistent","no"
"24498",48,"services","basic.4y","unknown","nov",218,"nonexistent","no"
"24499",29,"self-employed","university.degree","no","nov",51,"nonexistent","no"
"24500",31,"self-employed","university.degree","no","nov",182,"nonexistent","no"
"24501",52,"self-employed","university.degree","unknown","nov",96,"nonexistent","no"
"24502",52,"entrepreneur","university.degree","unknown","nov",472,"nonexistent","no"
"24503",35,"blue-collar","high.school","no","nov",540,"nonexistent","yes"
"24504",48,"management","unknown","no","nov",323,"nonexistent","no"
"24505",39,"unemployed","professional.course","no","nov",187,"failure","no"
"24506",46,"admin.","high.school","unknown","nov",76,"nonexistent","no"
"24507",43,"admin.","university.degree","no","nov",139,"failure","no"
"24508",46,"self-employed","university.degree","no","nov",581,"nonexistent","no"
"24509",41,"admin.","high.school","no","nov",268,"nonexistent","no"
"24510",31,"management","university.degree","no","nov",37,"nonexistent","no"
"24511",53,"housemaid","university.degree","no","nov",53,"nonexistent","no"
"24512",44,"technician","university.degree","no","nov",396,"nonexistent","no"
"24513",47,"management","university.degree","no","nov",131,"nonexistent","no"
"24514",31,"management","university.degree","no","nov",369,"nonexistent","no"
"24515",32,"services","basic.4y","no","nov",161,"nonexistent","no"
"24516",32,"services","basic.4y","no","nov",111,"nonexistent","no"
"24517",39,"blue-collar","basic.9y","no","nov",78,"nonexistent","no"
"24518",44,"admin.","high.school","no","nov",184,"nonexistent","no"
"24519",38,"management","university.degree","no","nov",136,"failure","no"
"24520",31,"technician","high.school","no","nov",44,"failure","no"
"24521",30,"admin.","university.degree","no","nov",48,"nonexistent","no"
"24522",35,"self-employed","professional.course","no","nov",128,"nonexistent","no"
"24523",35,"management","university.degree","no","nov",146,"nonexistent","no"
"24524",29,"blue-collar","basic.4y","no","nov",127,"nonexistent","no"
"24525",32,"management","high.school","no","nov",256,"nonexistent","no"
"24526",39,"unemployed","university.degree","unknown","nov",74,"failure","no"
"24527",52,"services","high.school","unknown","nov",190,"nonexistent","no"
"24528",53,"retired","basic.4y","unknown","nov",57,"nonexistent","no"
"24529",39,"admin.","high.school","no","nov",58,"nonexistent","no"
"24530",32,"self-employed","high.school","no","nov",223,"failure","no"
"24531",46,"entrepreneur","university.degree","no","nov",254,"nonexistent","no"
"24532",48,"entrepreneur","university.degree","unknown","nov",50,"failure","no"
"24533",35,"technician","professional.course","no","nov",115,"nonexistent","no"
"24534",40,"blue-collar","basic.4y","no","nov",143,"nonexistent","no"
"24535",52,"services","high.school","unknown","nov",734,"nonexistent","no"
"24536",31,"self-employed","university.degree","no","nov",62,"nonexistent","no"
"24537",35,"management","basic.9y","no","nov",171,"nonexistent","no"
"24538",48,"technician","unknown","unknown","nov",159,"nonexistent","no"
"24539",34,"admin.","high.school","no","nov",56,"nonexistent","no"
"24540",34,"admin.","high.school","no","nov",113,"nonexistent","no"
"24541",31,"self-employed","university.degree","no","nov",69,"nonexistent","no"
"24542",54,"housemaid","basic.9y","unknown","nov",158,"failure","no"
"24543",31,"self-employed","university.degree","no","nov",60,"failure","no"
"24544",56,"services","high.school","no","nov",578,"nonexistent","no"
"24545",34,"admin.","high.school","no","nov",355,"nonexistent","no"
"24546",31,"self-employed","university.degree","no","nov",332,"nonexistent","no"
"24547",45,"admin.","high.school","no","nov",113,"nonexistent","no"
"24548",55,"admin.","high.school","unknown","nov",147,"nonexistent","no"
"24549",48,"technician","professional.course","no","nov",52,"nonexistent","no"
"24550",48,"technician","professional.course","no","nov",106,"nonexistent","no"
"24551",45,"management","university.degree","no","nov",789,"nonexistent","yes"
"24552",55,"admin.","high.school","unknown","nov",73,"failure","no"
"24553",32,"management","university.degree","no","nov",66,"nonexistent","no"
"24554",50,"blue-collar","basic.6y","no","nov",116,"failure","no"
"24555",39,"technician","professional.course","no","nov",501,"nonexistent","no"
"24556",55,"admin.","high.school","no","nov",179,"failure","no"
"24557",55,"services","high.school","no","nov",40,"nonexistent","no"
"24558",40,"technician","basic.9y","unknown","nov",99,"failure","no"
"24559",40,"technician","basic.9y","unknown","nov",180,"nonexistent","no"
"24560",39,"blue-collar","basic.9y","no","nov",310,"nonexistent","no"
"24561",39,"services","professional.course","no","nov",148,"nonexistent","no"
"24562",36,"admin.","high.school","no","nov",88,"nonexistent","no"
"24563",53,"technician","university.degree","no","nov",158,"nonexistent","no"
"24564",42,"admin.","university.degree","no","nov",65,"failure","no"
"24565",42,"admin.","university.degree","no","nov",199,"nonexistent","no"
"24566",46,"entrepreneur","basic.4y","no","nov",48,"nonexistent","no"
"24567",30,"admin.","university.degree","no","nov",711,"nonexistent","no"
"24568",46,"self-employed","basic.9y","unknown","nov",48,"failure","no"
"24569",35,"admin.","university.degree","no","nov",747,"nonexistent","no"
"24570",35,"admin.","university.degree","no","nov",690,"nonexistent","no"
"24571",36,"services","high.school","no","nov",48,"nonexistent","no"
"24572",35,"blue-collar","high.school","no","nov",159,"failure","no"
"24573",30,"blue-collar","basic.9y","no","nov",563,"nonexistent","no"
"24574",46,"self-employed","basic.9y","unknown","nov",431,"nonexistent","no"
"24575",42,"housemaid","university.degree","no","nov",90,"failure","no"
"24576",32,"blue-collar","university.degree","no","nov",109,"nonexistent","no"
"24577",42,"technician","basic.9y","no","nov",295,"nonexistent","no"
"24578",34,"self-employed","university.degree","no","nov",196,"nonexistent","no"
"24579",46,"self-employed","basic.9y","unknown","nov",836,"failure","no"
"24580",37,"entrepreneur","university.degree","unknown","nov",94,"failure","no"
"24581",46,"technician","high.school","no","nov",171,"failure","no"
"24582",39,"management","basic.9y","no","nov",590,"nonexistent","no"
"24583",38,"entrepreneur","basic.9y","no","nov",136,"nonexistent","no"
"24584",34,"entrepreneur","basic.6y","unknown","nov",788,"nonexistent","yes"
"24585",46,"technician","high.school","no","nov",569,"nonexistent","no"
"24586",42,"admin.","high.school","no","nov",70,"nonexistent","no"
"24587",42,"admin.","high.school","no","nov",124,"nonexistent","no"
"24588",38,"entrepreneur","basic.9y","no","nov",555,"nonexistent","no"
"24589",44,"retired","professional.course","no","nov",231,"nonexistent","no"
"24590",42,"admin.","university.degree","no","nov",226,"nonexistent","no"
"24591",52,"management","university.degree","no","nov",173,"nonexistent","no"
"24592",32,"admin.","high.school","no","nov",333,"nonexistent","no"
"24593",35,"entrepreneur","high.school","no","nov",131,"nonexistent","no"
"24594",43,"admin.","high.school","no","nov",92,"nonexistent","no"
"24595",31,"technician","university.degree","no","nov",118,"nonexistent","no"
"24596",58,"self-employed","university.degree","no","nov",224,"failure","no"
"24597",37,"services","basic.9y","no","nov",283,"nonexistent","no"
"24598",51,"admin.","high.school","no","nov",326,"nonexistent","no"
"24599",40,"admin.","high.school","unknown","nov",421,"nonexistent","no"
"24600",31,"services","high.school","unknown","nov",130,"nonexistent","no"
"24601",42,"admin.","high.school","no","nov",295,"failure","no"
"24602",34,"entrepreneur","university.degree","no","nov",113,"nonexistent","no"
"24603",35,"blue-collar","basic.9y","no","nov",101,"failure","no"
"24604",49,"management","high.school","unknown","nov",79,"failure","no"
"24605",41,"technician","basic.6y","no","nov",60,"nonexistent","no"
"24606",48,"entrepreneur","university.degree","unknown","nov",694,"nonexistent","no"
"24607",46,"entrepreneur","university.degree","no","nov",78,"failure","no"
"24608",44,"entrepreneur","professional.course","no","nov",291,"nonexistent","no"
"24609",50,"technician","basic.9y","no","nov",55,"nonexistent","no"
"24610",50,"admin.","university.degree","no","nov",609,"failure","no"
"24611",40,"blue-collar","basic.4y","no","nov",1121,"nonexistent","no"
"24612",34,"unemployed","high.school","no","nov",564,"nonexistent","no"
"24613",31,"admin.","high.school","no","nov",673,"nonexistent","no"
"24614",32,"blue-collar","basic.9y","no","nov",1091,"success","yes"
"24615",34,"services","high.school","no","nov",62,"failure","no"
"24616",33,"technician","university.degree","no","nov",98,"nonexistent","no"
"24617",32,"blue-collar","university.degree","no","nov",242,"nonexistent","no"
"24618",39,"services","professional.course","no","nov",148,"failure","no"
"24619",38,"admin.","basic.6y","no","nov",204,"nonexistent","no"
"24620",40,"entrepreneur","university.degree","no","nov",124,"nonexistent","no"
"24621",36,"technician","professional.course","no","nov",85,"nonexistent","no"
"24622",31,"housemaid","high.school","unknown","nov",165,"nonexistent","no"
"24623",46,"entrepreneur","basic.4y","no","nov",148,"nonexistent","no"
"24624",36,"services","high.school","no","nov",193,"failure","no"
"24625",33,"blue-collar","basic.9y","no","nov",309,"failure","no"
"24626",53,"blue-collar","professional.course","no","nov",242,"failure","no"
"24627",43,"services","high.school","no","nov",170,"nonexistent","no"
"24628",46,"blue-collar","basic.9y","no","nov",130,"failure","no"
"24629",37,"entrepreneur","university.degree","unknown","nov",151,"failure","no"
"24630",38,"management","university.degree","no","nov",221,"nonexistent","no"
"24631",57,"blue-collar","basic.9y","no","nov",117,"failure","no"
"24632",42,"admin.","university.degree","no","nov",116,"nonexistent","no"
"24633",51,"blue-collar","basic.4y","no","nov",178,"failure","no"
"24634",53,"blue-collar","basic.4y","unknown","nov",228,"nonexistent","no"
"24635",43,"management","high.school","no","nov",488,"nonexistent","no"
"24636",43,"management","university.degree","no","nov",49,"nonexistent","no"
"24637",35,"management","professional.course","no","nov",142,"nonexistent","no"
"24638",35,"management","university.degree","no","nov",63,"nonexistent","no"
"24639",40,"entrepreneur","basic.9y","no","nov",69,"nonexistent","no"
"24640",37,"management","university.degree","no","nov",176,"nonexistent","no"
"24641",43,"admin.","university.degree","no","nov",507,"nonexistent","no"
"24642",36,"admin.","university.degree","no","nov",1735,"nonexistent","no"
"24643",49,"admin.","university.degree","no","nov",340,"failure","no"
"24644",42,"technician","professional.course","no","nov",126,"failure","no"
